-9.801,-0.091,0.153,0
-9.814,-0.078,0.132,4
-9.807,-0.065,0.149,5
-9.801,-0.089,0.121,5
-9.805,-0.087,0.063,5
-9.802,-0.102,0.114,5
-9.832,-0.093,0.072,5
-9.805,-0.081,0.054,5
-9.815,-0.057,0.094,5
-9.813,-0.082,0.088,5
-9.798,-0.095,0.115,5
-9.789,-0.074,0.118,5
-9.809,-0.044,0.101,5
-9.823,-0.08,0.08,5
-9.803,-0.084,0.099,5
-9.816,-0.062,0.124,5
-9.795,-0.09,0.145,5
-9.783,-0.072,0.116,5
-9.828,-0.074,0.138,5
-9.802,-0.068,0.122,5
-9.789,-0.09,0.072,5
-9.806,-0.081,0.139,5
-9.852,-0.104,0.102,5
-9.773,-0.076,0.107,5
-9.797,-0.057,0.101,5
-9.788,-0.07,0.097,5
-9.8,-0.066,0.105,5
-9.807,-0.094,0.123,5
-9.807,-0.091,0.133,5
-9.818,-0.077,0.139,5
-9.807,-0.105,0.077,5
-9.818,-0.086,0.129,5
-9.822,-0.097,0.096,5
-9.803,-0.089,0.13,5
-9.816,-0.098,0.137,5
-9.827,-0.068,0.116,5
-9.799,-0.103,0.064,5
-9.829,-0.088,0.077,5
-9.781,-0.07,0.087,5
-9.827,-0.092,0.126,5
-9.828,-0.093,0.11,5
-9.788,-0.087,0.078,5
-9.807,-0.089,0.128,5
-9.837,-0.096,0.099,5
-9.806,-0.059,0.124,5
-9.824,-0.081,0.116,5
-9.832,-0.084,0.101,5
-9.781,-0.124,0.09,5
-9.821,-0.062,0.152,5
-9.812,-0.083,0.103,5
-9.775,-0.091,0.12,5
-9.807,-0.076,0.107,5
-9.799,-0.069,0.084,5
-9.775,-0.082,0.074,5
-9.8,-0.094,0.117,5
-9.798,-0.06,0.071,4
-9.815,-0.051,0.075,5
-9.821,-0.096,0.101,5
-9.83,-0.086,0.113,5
-9.789,-0.08,0.118,5
-9.827,-0.078,0.109,5
-9.819,-0.085,0.138,5
-9.804,-0.081,0.068,5
-9.81,-0.086,0.109,5
-9.835,-0.098,0.078,5
-9.8,-0.093,0.077,5
-9.812,-0.066,0.043,5
-9.829,-0.098,0.087,5
-9.84,-0.063,0.078,5
-9.759,-0.085,0.08,5
-9.827,-0.047,0.081,5
-9.801,-0.071,0.084,5
-9.795,-0.078,0.093,5
-9.844,-0.072,0.086,5
-9.798,-0.1,0.126,5
-9.82,-0.042,0.08,5
-9.835,-0.084,0.112,5
-9.785,-0.071,0.087,5
-9.798,-0.059,0.13,5
-9.817,-0.084,0.121,5
-9.844,-0.073,0.147,5
-9.786,-0.069,0.163,5
-9.807,-0.09,0.108,5
-9.804,-0.101,0.08,5
-9.792,-0.066,0.115,5
-9.811,-0.072,0.115,5
-9.81,-0.055,0.082,5
-9.815,-0.08,0.108,5
-9.837,-0.056,0.103,5
-9.792,-0.06,0.074,5
-9.792,-0.072,0.115,5
-9.812,-0.109,0.066,5
-9.777,-0.093,0.087,5
-9.839,-0.036,0.091,5
-9.791,-0.097,0.136,5
-9.805,-0.046,0.118,5
-9.81,-0.096,0.059,5
-9.823,-0.097,0.108,5
-9.815,-0.08,0.129,5
-9.789,-0.084,0.087,5
-9.831,-0.081,0.09,5
-9.793,-0.089,0.111,5
-9.806,-0.095,0.115,5
-9.804,-0.075,0.123,5
-9.813,-0.08,0.081,5
-9.767,-0.054,0.111,5
-9.786,-0.087,0.098,5
-9.798,-0.099,0.083,5
-9.794,-0.091,0.102,5
-9.798,-0.09,0.069,4
-9.822,-0.092,0.153,5
-9.802,-0.07,0.121,5
-9.819,-0.074,0.134,5
-9.825,-0.071,0.074,5
-9.798,-0.056,0.029,5
-9.833,-0.088,0.133,5
-9.791,-0.106,0.149,5
-9.79,-0.09,0.092,5
-9.831,-0.074,0.129,5
-9.794,-0.063,0.066,5
-9.788,-0.09,0.086,5
-9.795,-0.115,0.045,5
-9.776,-0.054,0.084,5
-9.806,-0.058,0.108,5
-9.813,-0.086,0.113,5
-9.813,-0.078,0.095,5
-9.837,-0.071,0.102,5
-9.795,-0.087,0.133,5
-9.837,-0.06,0.124,5
-9.823,-0.063,0.115,5
-9.809,-0.091,0.145,5
-9.804,-0.059,0.13,5
-9.81,-0.089,0.084,5
-9.823,-0.074,0.103,5
-9.799,-0.088,0.051,5
-9.804,-0.059,0.062,5
-9.803,-0.069,0.098,5
-9.778,-0.065,0.066,5
-9.807,-0.086,0.07,5
-9.804,-0.087,0.095,5
-9.806,-0.099,0.111,5
-9.792,-0.08,0.084,5
-9.819,-0.08,0.071,5
-9.764,-0.082,0.086,5
-9.818,-0.08,0.062,5
-9.827,-0.069,0.048,5
-9.805,-0.094,0.098,5
-9.798,-0.064,0.126,5
-9.798,-0.11,0.127,5
-9.81,-0.081,0.045,5
-9.799,-0.083,0.104,5
-9.799,-0.096,0.132,5
-9.788,-0.048,0.053,5
-9.806,-0.051,0.13,5
-9.827,-0.069,0.074,5
-9.827,-0.094,0.073,5
-9.812,-0.096,0.06,5
-9.8,-0.053,0.072,5
-9.809,-0.091,0.092,5
-9.768,-0.058,0.107,5
-9.79,-0.093,0.123,5
-9.814,-0.094,0.086,5
-9.785,-0.053,0.117,5
-9.81,-0.057,0.065,5
-9.83,-0.089,0.071,5
-9.781,-0.067,0.128,4
-9.794,-0.081,0.104,5
-9.782,-0.057,0.092,5
-9.814,-0.083,0.13,5
-9.818,-0.076,0.11,5
-9.812,-0.076,0.111,5
-9.821,-0.084,0.112,5
-9.81,-0.066,0.126,5
-9.802,-0.082,0.118,5
-9.818,-0.083,0.116,5
-9.842,-0.092,0.146,5
-9.805,-0.093,0.092,5
-9.788,-0.066,0.119,5
-9.834,-0.089,0.095,5
-9.79,-0.078,0.086,5
-9.778,-0.049,0.092,5
-9.773,-0.081,0.098,5
-9.779,-0.059,0.089,5
-9.809,-0.066,0.102,5
-9.753,-0.067,0.056,5
-9.802,-0.064,0.099,5
-9.841,-0.077,0.085,5
-9.815,-0.062,0.096,5
-9.814,-0.081,0.107,5
-9.821,-0.089,0.143,5
-9.82,-0.078,0.064,5
-9.827,-0.109,0.068,5
-9.808,-0.062,0.113,5
-9.778,-0.092,0.08,5
-9.814,-0.072,0.137,5
-9.814,-0.084,0.112,5
-9.783,-0.086,0.09,5
-9.808,-0.069,0.076,5
-9.821,-0.07,0.103,5
-9.824,-0.068,0.111,5
-9.847,-0.056,0.089,5
-9.798,-0.084,0.108,5
-9.823,-0.065,0.092,5
-9.815,-0.059,0.123,5
-9.815,-0.051,0.131,5
-9.799,-0.053,0.113,5
-9.791,-0.079,0.084,5
-9.836,-0.054,0.11,5
-9.803,-0.074,0.073,5
-9.815,-0.063,0.073,5
-9.836,-0.067,0.12,5
-9.813,-0.078,0.134,5
-9.793,-0.074,0.09,5
-9.802,-0.067,0.119,5
-9.82,-0.085,0.082,5
-9.824,-0.084,0.128,5
-9.789,-0.091,0.074,5
-9.817,-0.066,0.058,5
-9.815,-0.078,0.129,4
-9.815,-0.079,0.087,5
-9.797,-0.077,0.106,5
-9.793,-0.11,0.095,5
