-0.067,9.82,0.578,0
-0.061,9.808,0.517,4
-0.043,9.846,0.575,5
-0.079,9.801,0.487,5
-0.063,9.829,0.51,5
-0.064,9.832,0.589,5
-0.048,9.819,0.575,5
-0.06,9.838,0.679,5
-0.064,9.821,0.668,5
-0.042,9.828,0.628,5
-0.057,9.82,0.616,5
-0.054,9.838,0.55,5
-0.052,9.872,0.485,5
-0.061,9.825,0.481,5
-0.094,9.871,0.445,5
-0.058,9.846,0.497,5
-0.077,9.846,0.556,5
-0.054,9.84,0.553,5
-0.071,9.842,0.547,5
-0.048,9.846,0.553,5
-0.07,9.849,0.543,5
-0.059,9.816,0.577,5
-0.055,9.819,0.528,5
-0.036,9.823,0.547,5
-0.03,9.838,0.544,5
-0.06,9.832,0.586,5
-0.066,9.811,0.539,5
-0.084,9.823,0.619,5
-0.064,9.827,0.584,5
-0.04,9.823,0.564,5
-0.067,9.85,0.595,5
-0.067,9.831,0.552,5
-0.104,9.825,0.53,5
-0.075,9.808,0.468,5
-0.079,9.826,0.496,5
-0.087,9.829,0.495,5
-0.056,9.822,0.517,5
-0.078,9.849,0.523,5
-0.087,9.854,0.517,5
-0.05,9.838,0.532,5
-0.079,9.827,0.606,5
-0.064,9.853,0.612,5
-0.057,9.832,0.622,5
-0.062,9.823,0.609,5
-0.047,9.861,0.604,5
-0.07,9.843,0.629,5
-0.067,9.819,0.586,5
-0.078,9.846,0.568,5
-0.071,9.846,0.553,5
-0.06,9.823,0.58,5
-0.111,9.838,0.549,5
-0.062,9.844,0.568,5
-0.043,9.841,0.55,5
-0.069,9.838,0.527,5
-0.063,9.845,0.473,5
-0.068,9.817,0.457,5
-0.069,9.813,0.474,5
-0.091,9.824,0.484,5
-0.054,9.827,0.517,5
-0.071,9.839,0.53,5
-0.066,9.828,0.568,5
-0.065,9.852,0.539,5
-0.054,9.848,0.548,5
-0.066,9.781,0.53,5
-0.073,9.854,0.537,5
-0.067,9.822,0.508,5
-0.054,9.831,0.43,5
-0.06,9.832,0.473,5
-0.058,9.838,0.474,5
-0.041,9.831,0.512,5
-0.059,9.832,0.541,5
-0.056,9.834,0.517,5
-0.078,9.819,0.545,5
-0.067,9.844,0.536,5
-0.066,9.828,0.484,5
-0.096,9.839,0.451,5
-0.061,9.814,0.512,5
-0.087,9.856,0.581,5
-0.06,9.829,0.567,5
-0.06,9.823,0.649,5
-0.076,9.838,0.582,5
-0.073,9.835,0.659,5
-0.064,9.829,0.626,5
-0.063,9.838,0.609,5
-0.048,9.852,0.604,5
-0.032,9.837,0.637,5
-0.059,9.817,0.662,5
-0.069,9.835,0.577,4
-0.045,9.84,0.592,5
-0.061,9.848,0.57,5
-0.077,9.848,0.606,5
-0.067,9.827,0.605,5
-0.078,9.829,0.563,5
-0.085,9.824,0.516,5
-0.05,9.847,0.531,5
-0.065,9.836,0.486,5
-0.022,9.842,0.471,5
-0.061,9.823,0.467,5
-0.073,9.827,0.424,5
-0.054,9.834,0.474,5
-0.073,9.795,0.535,5
-0.066,9.816,0.518,5
-0.08,9.805,0.525,5
-0.073,9.785,0.494,5
-0.081,9.836,0.556,5
-0.087,9.838,0.536,5
-0.035,9.848,0.544,5
-0.081,9.854,0.615,5
-0.039,9.843,0.589,5
-0.059,9.857,0.667,5
-0.085,9.846,0.602,5
-0.049,9.848,0.523,5
-0.094,9.82,0.619,5
-0.058,9.844,0.603,5
-0.068,9.826,0.58,5
-0.073,9.847,0.519,5
-0.046,9.846,0.461,5
-0.044,9.817,0.503,5
-0.076,9.825,0.539,5
-0.061,9.849,0.533,5
-0.045,9.832,0.553,5
-0.063,9.856,0.552,5
-0.057,9.826,0.603,5
-0.074,9.851,0.612,5
-0.064,9.85,0.674,5
-0.088,9.86,0.689,5
-0.076,9.832,0.638,5
-0.057,9.842,0.625,5
-0.046,9.829,0.601,5
-0.019,9.869,0.883,5
0.003,9.873,0.864,5
-0.069,9.811,0.418,5
-0.138,9.805,0.081,5
-0.133,9.846,0.009,5
-0.112,9.828,-0.038,5
-0.052,9.838,0.107,5
-0.036,9.822,0.12,5
-0.077,9.848,0.213,5
-0.06,9.854,0.245,5
-0.085,9.837,0.275,5
-0.059,9.863,0.36,5
-0.044,9.839,0.349,5
-0.082,9.848,0.365,5
-0.066,9.84,0.366,5
-0.073,9.846,0.351,5
-0.057,9.838,0.3,5
-0.052,9.825,0.298,5
-0.087,9.85,0.265,5
-0.049,9.817,0.3,5
-0.064,9.838,0.313,5
-0.066,9.831,0.327,5
-0.046,9.85,0.304,5
-0.075,9.834,0.367,5
-0.045,9.837,0.447,5
-0.049,9.855,0.413,5
-0.087,9.85,0.452,5
-0.035,9.862,0.503,5
-0.087,9.859,0.464,5
-0.069,9.843,0.436,5
-0.058,9.844,0.427,5
-0.084,9.838,0.386,5
-0.066,9.846,0.427,5
-0.083,9.828,0.372,5
-0.089,9.829,0.371,5
-0.068,9.862,0.316,5
-0.079,9.84,0.41,5
-0.046,9.817,0.413,5
-0.085,9.833,0.437,5
-0.026,9.851,0.456,5
-0.045,9.866,0.421,5
-0.066,9.849,0.419,5
-0.052,9.849,0.329,5
-0.094,9.845,0.258,4
-0.039,9.834,0.222,5
-0.055,9.837,0.187,5
-0.108,9.84,0.23,5
-0.031,9.859,0.21,5
-0.071,9.87,0.223,5
-0.045,9.845,0.227,5
-0.043,9.833,0.253,5
-0.063,9.838,0.225,5
-0.041,9.825,0.194,5
-0.066,9.823,0.264,5
-0.024,9.835,0.291,5
-0.06,9.837,0.324,5
-0.054,9.875,0.342,5
-0.066,9.841,0.357,5
-0.101,9.848,0.339,5
-0.067,9.854,0.276,5
-0.051,9.843,0.367,5
-0.038,9.821,0.312,5
-0.049,9.887,0.287,5
-0.081,9.824,0.337,5
-0.044,9.815,0.339,5
