-1.467,2.579,9.509,0
-1.432,2.554,10.016,4
-1.446,2.462,10.416,5
-1.424,2.365,10.668,5
-1.423,2.254,10.871,5
-1.416,2.226,10.739,5
-1.362,2.084,10.48,5
-1.3,2.116,10.031,5
-1.146,2.202,9.435,5
-0.928,2.191,9.016,5
-0.658,2.288,8.709,5
-0.456,2.311,8.618,5
-0.371,2.375,8.76,5
-0.353,2.404,9.028,5
-0.477,2.393,9.35,5
-0.712,2.406,9.67,5
-0.905,2.367,9.91,5
-1.133,2.352,10.052,5
-1.282,2.319,10.134,5
-1.28,2.327,10.146,5
-1.283,2.398,9.992,5
-1.248,2.454,9.87,5
-1.183,2.514,9.701,5
-1.089,2.527,9.484,5
-1.058,2.512,9.305,5
-1.017,2.532,9.039,5
-0.97,2.45,8.903,5
-0.879,2.465,8.712,5
-0.815,2.425,8.667,5
-0.696,2.411,8.654,5
-0.626,2.329,8.725,5
-0.61,2.29,8.861,5
-0.635,2.268,9.151,5
-0.756,2.221,9.311,5
-0.802,2.169,9.398,5
-0.927,2.181,9.422,5
-0.987,2.168,9.462,5
-0.984,2.227,9.365,5
-1.039,2.241,9.272,5
-1.023,2.279,9.181,5
-0.976,2.286,9.062,5
-0.926,2.276,9.029,5
-0.926,2.279,9.049,5
-0.844,2.23,9.002,5
-0.794,2.227,9.044,5
-0.75,2.184,9.061,5
-0.754,2.186,9.16,5
-0.708,2.144,9.231,5
-0.65,2.052,9.318,5
-0.696,2.051,9.471,5
-0.715,1.992,9.633,5
-0.722,1.968,9.73,5
-0.794,1.979,9.822,5
-0.803,1.956,9.985,5
-0.68,1.874,10.052,5
-0.628,1.844,10.002,5
-0.7,1.833,9.969,5
-0.762,1.805,9.992,5
-0.789,1.797,9.95,5
-0.749,1.809,9.94,5
-0.675,1.845,9.966,5
-0.717,1.83,9.954,5
-0.705,1.753,10.009,5
-0.712,1.75,10.049,5
-0.702,1.714,10.051,5
-0.687,1.671,10.012,5
-0.684,1.646,9.963,5
-0.74,1.616,9.852,5
-0.773,1.619,9.793,5
-0.778,1.644,9.746,5
-0.838,1.695,9.694,5
-0.863,1.771,9.644,5
-0.884,1.754,9.595,5
-0.916,1.746,9.526,5
-0.912,1.72,9.487,5
-0.933,1.711,9.48,5
-0.971,1.63,9.386,5
-1.095,1.687,9.363,5
-1.033,1.788,9.481,5
-0.912,1.756,9.522,5
-0.861,1.708,9.508,5
-0.838,1.601,9.512,5
-0.875,1.568,9.632,5
-0.894,1.544,9.605,5
-0.854,1.562,9.702,5
-0.798,1.548,9.775,5
-0.791,1.54,9.816,5
-0.777,1.496,9.837,5
-0.757,1.492,9.798,5
-0.783,1.476,9.793,5
-0.773,1.455,9.73,5
-0.724,1.449,9.796,5
-0.718,1.46,9.867,5
-0.68,1.39,9.84,5
-0.669,1.382,9.917,5
-0.711,1.398,9.911,5
-0.732,1.414,9.986,5
-0.746,1.443,10.0,5
-0.725,1.47,9.951,5
-0.746,1.476,9.934,5
